"","Lat","Long","YY","Ex","Pf","PfPR2_10","LoAge","UpAge"
"1284",-15.7697,35.0296,2006,23,1,4.51,1,3
"1285",-15.7826,35.0702,2005,3,0,0,9,17
"1286",-15.7826,35.0702,2008,22,2,10.44,6,24
"1287",-15.7722,35.0722,2009,27,1,4,0.2,4.8
"1288",-15.7817,35.071,2005,1,0,0,12,12
"1289",-15.7817,35.071,2008,23,0,0,6,29
"1290",-15.8199,35.0114,2005,1,0,0,27,27
"1291",-15.8199,35.0114,2008,15,0,0,8,27
"1292",-15.7681,35.0124,2009,20,1,5.22,0.5,5
"1293",-15.8286,35.0296,2009,15,0,0,1.8,4.9
"1294",-15.8159,35.0151,2006,2,0,0,1,1
"1295",-15.8209,35.0104,2005,2,1,79.51,14,34
"1296",-15.8294,35.005,2005,2,0,0,12,29
"1297",-15.8294,35.005,2008,16,0,0,8,27
"1298",-15.8294,35.005,2009,15,0,0,0.8,4.4
"1299",-15.8269,35.0283,2012,69,3,5.49,0.5,56
"1300",-15.8269,35.0283,2012,89,1,1.39,0.7,49
"1301",-15.8269,35.0283,2013,102,11,13.24,0.5,45
"1302",-15.8269,35.0283,2014,83,9,14.09,0.5,99
"1303",-15.865,34.966,2000,446,198,45.72,1,14
"1304",-15.908,34.9387,2000,31,19,64.6,0.4,4.6
"1305",-15.8155,34.9161,2007,13,3,28.21,7,29
"1306",-15.8576,34.9437,2009,19,2,11,0.5,4.5
"1307",-15.8671,34.9357,2008,21,0,0,6,29
"1308",-15.8931,34.9828,2005,2,0,0,7,18
"1309",-15.8931,34.9828,2008,11,1,11.37,8,29
"1310",-15.9201,34.9376,2009,16,0,0,0.5,4.8
"1311",-15.916,34.9484,2005,3,1,48.48,18,20
"1312",-15.916,34.9484,2008,17,0,0,6,29
"1313",-15.9324,34.9765,2005,1,1,99.79,6,6
"1314",-15.9324,34.9765,2008,21,1,5.66,7,26
"1315",-15.9479,34.9515,2006,10,1,10.69,1,2
"1316",-15.7237,35.0355,2006,13,4,32.89,1,2
"1317",-15.7275,35.0563,2009,20,4,20.8,0.6,4.9
"1318",-15.7239,35.0715,2006,10,0,0,1,4
"1319",-16.0594,34.5416,2015,12,6,62.1,0.5,49
"1320",-16.0194,34.825,2010,34,18,59.33,0,4.9
"1321",-16.0194,34.825,2011,22,10,50.94,0,4.9
"1322",-16.2297,34.8452,2005,60,2,3.95,10,19
"1323",-16.2297,34.8452,2006,31,0,0,10,19
"1324",-15.8528,34.4915,2015,8,1,15.53,0.5,49
"1325",-15.9357,34.7516,2015,57,14,30.5,0.5,49
"1326",-16.0531,34.5459,2015,25,7,34.78,0.5,49
"1327",-16.2421,34.9281,2006,48,4,9.87,10,19
"1328",-16.0201,34.8172,2010,15,12,89.66,0,4.9
"1329",-16.0287,34.8201,2011,56,30,60.04,0,4.9
"1330",-16.0289,34.5318,2015,18,7,48.3,0.5,49
"1331",-15.9902,34.4803,2015,27,7,32.21,0.5,49
"1332",-16.0549,34.5333,2001,1,1,99.79,13,13
"1333",-16.0595,34.5832,2012,70,8,14.63,0.6,65
"1334",-16.0595,34.5832,2012,117,32,35.17,0.8,72
"1335",-16.0595,34.5832,2013,114,33,37.18,0.5,68
"1336",-16.0595,34.5832,2014,111,40,46.84,0.5,99
"1337",-16.2628,34.8664,2005,51,0,0,10,19
"1338",-16.0482,34.54,2015,17,4,29.22,0.5,49
"1339",-15.946,34.7531,2015,33,8,30.11,0.5,49
"1340",-16.0273,34.5285,2015,32,16,62.1,0.5,49
"1341",-15.8512,34.5063,2015,28,1,4.43,0.5,49
"1342",-16.0482,34.5412,2015,4,0,0,0.5,49
"1343",-16.0174,34.5135,2015,34,9,32.88,0.5,49
"1344",-16.1667,34.9042,2006,24,0,0,10,19
"1345",-16.0725,34.7371,2010,20,1,5.6,0,4.9
"1346",-16.0507,34.7476,2011,74,25,35.6,0.4,4.9
"1347",-16.0516,34.7761,2011,17,7,42.67,0.8,4.5
"1348",-16.0582,34.7798,2010,18,2,12.45,0,4.9
"1349",-16.0587,34.7682,2010,20,5,28.02,0,4.9
"1350",-16.3707,34.9597,2003,36,21,60.65,0.6,4.9
"1351",-16.0594,34.8689,2003,17,6,36.7,0.6,5
"1352",-16.148,34.8881,2003,24,14,60.91,0.5,4.9
"1353",-16.2439,34.9193,2003,24,12,52.22,0.5,4.9
"1354",-16.069,34.7843,2011,15,3,20.65,0.7,5
"1355",-16.0853,34.7822,2010,35,16,51.23,0,4.9
"1356",-16.064,34.8671,2009,134,74,56.88,1,14
"1357",-16.064,34.8671,2010,109,39,36.85,1,14
"1358",-16.2408,34.8521,2005,41,0,0,10,19
"1359",-15.9928,34.7814,2015,35,6,21.29,0.5,49
"1360",-16.0261,34.8082,2010,40,22,61.64,0,4.9
"1361",-16.4489,34.8887,2010,14,12,87.24,1,5
"1362",-15.7924,34.4154,2010,15,7,51.04,0,5
"1363",-16.0619,34.821,2010,16,12,82.03,0,5
"1364",-16.4626,34.8867,2010,14,6,43.63,1,5
"1365",-16.0126,34.4985,2015,16,4,31.05,0.5,49
"1366",-16.0095,34.7295,2010,71,8,12.63,0,4.9
"1367",-16.2608,34.9219,2006,109,1,1.09,10,19
"1368",-16.0594,34.546,2015,17,7,51.15,0.5,49
"1369",-15.9771,34.4657,2015,68,5,9.13,0.5,49
"1370",-15.8276,34.5236,2015,40,3,9.32,0.5,49
"1371",-15.8386,34.5232,2015,46,3,8.1,0.5,49
"1372",-16.0569,34.5499,2015,18,5,34.5,0.5,49
"1373",-16.0549,34.7363,2010,15,4,29.89,0,4.9
"1374",-16.0053,34.4901,2015,26,5,23.88,0.5,49
"1375",-16.3131,34.7456,2006,19,0,0,10,19
"1376",-16.0353,34.8016,2011,44,10,23.64,0.6,4.9
"1377",-16.0443,34.7943,2010,19,0,0,0,4.9
"1378",-16.0443,34.7943,2011,20,0,0,0.6,4.8
"1379",-16.0472,34.7958,2011,23,6,29.24,0,4.8
"1380",-16.0234,34.5191,2015,13,2,19.1,0.5,49
"1381",-15.8437,34.4829,2015,23,3,16.2,0.5,49
"1382",-15.9918,34.479,2015,21,4,23.66,0.5,49
"1383",-16.0213,34.5178,2015,16,5,38.81,0.5,49
"1384",-15.859,34.486,2015,31,1,4.01,0.5,49
"1385",-15.8532,34.5176,2015,6,1,20.7,0.5,49
"1386",-15.8645,34.7799,2015,120,67,69.34,0.5,49
"1387",-15.8364,34.7727,2015,71,37,64.72,0.5,49
"1388",-16.0594,34.7852,2010,37,8,24.23,0,4.9
"1389",-16.0786,34.7678,2011,35,17,49.75,1,4.3
"1390",-16.0016,34.4825,2015,22,8,45.16,0.5,49
"1391",-16.0878,34.8314,2010,22,12,61.13,0,4.9
"1392",-16.0878,34.8314,2011,19,8,43.97,0.7,3.8
"1393",-15.8663,34.8577,2012,91,33,47.07,0.6,90
"1394",-15.8663,34.8577,2012,69,12,22.6,0.5,90
"1395",-15.8663,34.8577,2013,109,26,31,0.5,91
"1396",-15.8663,34.8577,2014,99,51,66.96,0.5,99
"1397",-16.0602,34.8558,2009,7,1,14.64,1,4.9
"1398",-15.8477,34.5107,2015,22,6,33.87,0.5,49
"1399",-16.033,34.822,2006,39,11,28.74,0.5,10
"1400",-16.2,34.9225,2005,21,0,0,10,19
"1401",-16.2,34.9225,2006,30,0,0,10,19
"1402",-16.2447,34.9258,2005,21,2,11.28,10,19
"1403",-16.2447,34.9258,2006,19,0,0,10,19
"1404",-16.0582,34.8165,2011,16,7,47.27,0.2,4.3
"1405",-16.0464,34.8022,2011,22,3,14.98,0.1,4.8
"1406",-16.0106,34.7889,2010,26,16,68.97,0,4.9
"1407",-16.0106,34.7889,2011,22,11,51,1.1,4.9
"1408",-15.888,34.7696,2015,76,31,50.66,0.5,49
"1409",-16.211,34.86,2009,9,1,11.6,0.5,4.9
"1410",-16.2137,34.9299,2012,118,39,42.89,0.7,89
"1411",-16.2137,34.9299,2012,107,18,21.74,0.7,79
"1412",-16.2137,34.9299,2013,116,33,35.39,0.6,50
"1413",-16.2137,34.9299,2014,117,34,37.77,0.5,99
"1414",-16.4208,34.9119,2005,37,0,0,10,19
"1415",-16.3022,34.8138,2006,33,3,10.77,10,19
"1416",-16.2613,34.8227,2006,44,0,0,10,19
"1417",-15.9059,34.7886,2015,116,39,41.76,0.5,49
"1418",-15.8229,34.5134,2015,46,22,59.41,0.5,49
"1419",-16.1603,34.9708,2012,71,23,40.96,0.8,58
"1420",-16.1603,34.9708,2012,107,18,21.8,0.8,83
"1421",-16.1603,34.9708,2013,107,25,30.3,0.6,84
"1422",-16.1603,34.9708,2014,101,33,42.46,0.5,99
"1423",-16.3293,35.0944,2012,92,5,6.99,0.5,72
"1424",-16.3293,35.0944,2012,105,3,3.68,0.8,73
"1425",-16.3293,35.0944,2013,113,8,9.1,0.7,72
"1426",-16.3293,35.0944,2014,99,6,7.88,0.5,99
"1427",-15.9959,34.4827,2015,20,7,43.47,0.5,49
"1428",-16.4627,34.853,2006,91,1,1.3,10,19
"1429",-16.1113,34.8,2012,96,10,13.4,0.8,72
"1430",-16.1113,34.8,2012,119,4,4.36,0.7,89
"1431",-16.1113,34.8,2013,118,40,43.49,0.7,69
"1432",-16.1113,34.8,2014,116,49,54.9,0.5,99
"1433",-15.8331,34.5168,2015,46,2,5.4,0.5,49
"1434",-16.5316,34.8763,2006,52,2,4.27,10,14
"1435",-16.0191,34.7871,2010,17,0,0,0,4.9
"1436",-15.8486,34.4761,2015,71,19,33.24,0.5,49
"1437",-15.999,34.484,2015,23,6,32.4,0.5,49
"1438",-16.0323,34.5326,2015,24,8,41.4,0.5,49
"1439",-16.0703,34.8222,2011,15,1,7.21,0.2,4.7
"1440",-16.0448,34.539,2015,8,2,31.05,0.5,49
"1441",-16.4577,34.8839,2012,9,0,0,1.1,4.5
"1442",-16.0529,34.8266,2012,13,2,15.75,1,4.3
"1443",-16.4274,34.9023,2012,19,0,0,1,4.8
"1444",-15.794,34.4119,2012,16,8,52.22,0.5,4.9
"1445",-15.7839,34.3447,2014,15,10,68.65,0.9,4.7
"1446",-16.3442,35.0817,2014,8,2,25.28,1.6,4.2
"1447",-16.0138,34.7885,2014,11,3,28.26,0.8,4.7
"1448",-16.4584,34.88,2014,11,1,9.24,1.2,4.8
"1449",-16.2724,34.9224,2017,21,2,9.75,1,4.9
"1450",-15.8189,34.455,2017,18,4,22.81,0.8,4.8
"1451",-16.1445,34.9518,2017,17,7,43,0.5,4.9
"1452",-16.0186,34.7878,2017,8,0,0,0.7,3.6
"1453",-16.0266,34.5592,2015,46,10,27,0.5,49
"1454",-16.0069,34.4863,2015,18,8,55.2,0.5,49
"1455",-16.0096,34.4901,2015,14,2,17.75,0.5,49
"1456",-16.0083,34.4947,2015,12,3,31.05,0.5,49
"1457",-15.8585,34.4531,2015,54,6,13.8,0.5,49
"1458",-15.878,34.8242,2016,13,12,93.74,1.1,12.6
"1459",-16.167,34.8592,2016,15,2,13.78,0.6,14.5
"1460",-15.8577,34.4822,2015,37,2,6.72,0.5,49
"1461",-16.3231,34.9281,2005,23,0,0,10,19
"1462",-16.3044,34.9316,2006,27,0,0,10,14
"1463",-16.0462,34.5405,2015,19,3,19.61,0.5,49
"1464",-15.8314,34.5247,2015,41,5,15.15,0.5,49
"1465",-16.0229,34.8186,2009,34,21,64.5,0.5,4.8
"1466",-16.0229,34.8186,2010,27,23,95.47,0,4.9
"1467",-16.0229,34.8186,2011,15,9,67.24,0,4
"1468",-16.0232,34.5232,2015,27,9,41.4,0.5,49
"1469",-15.973,34.7766,2015,42,9,26.62,0.5,49
"1470",-16.3869,34.9403,2005,12,0,0,10,19
"1471",-16.0134,34.8319,2010,21,14,74.72,0,4.9
"1472",-16.0134,34.8319,2011,20,11,57.19,0.6,4.6
"1473",-16.3875,34.8549,2014,90,16,23.11,0.5,99
"1474",-16.3925,34.7828,2001,5,4,99.79,10.5,23.2
"1475",-16.4749,35.0018,2012,79,2,3.21,0.3,59
"1476",-16.4749,35.0018,2012,106,0,0,0.7,72
"1477",-16.4749,35.0018,2013,111,5,5.81,0.6,78
"1478",-16.4749,35.0018,2014,111,10,11.71,0.5,99
"1479",-16.46,34.9158,2012,154,17,14.36,0.4,89
"1480",-16.46,34.9158,2012,195,13,8.66,0.8,90
"1481",-16.46,34.9158,2013,204,28,17.82,0.6,91
"1482",-16.46,34.9158,2014,86,3,4.54,0.5,99
"1483",-16.5094,35.0304,2012,106,1,1.19,0.4,56
"1484",-16.5094,35.0304,2012,110,1,1.16,0.5,62
"1485",-16.5094,35.0304,2013,114,6,6.74,0.8,67
"1486",-16.5094,35.0304,2014,111,4,4.68,0.5,99
"1487",-16.0553,34.5483,2015,14,1,8.87,0.5,49
"1488",-15.959,34.7701,2015,70,16,28.39,0.5,49
"1489",-15.959,34.7701,2010,19,14,82.57,0,4
"1490",-15.959,34.7701,2010,13,4,34.48,0,4
"1491",-15.959,34.7701,2011,27,12,45.41,0.9,4.9
"1492",-16.183,34.932,2006,49,18,37.42,0.5,10
"1493",-16.2873,34.9008,2006,40,1,2.96,10,19
"1494",-16.2873,34.9008,2006,130,13,10.19,0.5,10
"1495",-16.2873,34.9008,2009,132,44,34.33,1,14
"1496",-16.2873,34.9008,2010,126,21,17.17,1,14
"1497",-16.0571,34.544,2015,15,4,33.12,0.5,49
"1498",-16.5281,34.9633,2006,23,0,0,10,14
"1499",-16.4475,34.7822,2005,30,3,11.85,10,19
"1500",-16.2644,34.8219,2005,30,1,3.95,10,19
"1501",-16.2644,34.8219,2006,35,0,0,10,14
"1502",-16.242,34.9234,2006,54,0,0,10,14
"1503",-16.3628,34.9025,2005,25,0,0,10,19
"1504",-16.0659,34.8189,2010,20,10,56.04,0,4.9
"1505",-16.0659,34.8189,2011,18,11,63.82,0.5,5
"1506",-15.8594,34.5157,2015,36,2,6.91,0.5,49
"1507",-15.9889,34.78,2015,25,5,24.84,0.5,49
"1508",-16.3469,34.8619,2005,29,0,0,10,19
"1509",-16.3469,34.8619,2006,65,0,0,10,14
"1510",-16.3125,34.8755,2005,39,0,0,10,19
"1511",-15.836,34.4863,2015,53,11,25.77,0.5,49
"1512",-16.121,34.7313,2010,16,1,7,0,4.9
"1513",-16.121,34.7313,2011,22,1,4.63,0.9,6.7
"1514",-16.055,34.5425,2015,13,8,76.43,0.5,49
"1515",-16.1666,34.7436,2005,56,4,8.46,10,19
"1516",-16.1453,34.7417,2006,16,2,13.85,10,14
"1517",-16.1122,34.743,2006,37,1,2.99,10,14
"1518",-15.9873,34.7797,2011,15,5,34.32,0.9,4.8
"1519",-15.8777,34.4823,2015,30,5,20.7,0.5,49
"1520",-16.0505,34.5435,2015,25,8,39.74,0.5,49
"1521",-15.8456,34.5164,2015,30,6,24.84,0.5,49
"1522",-15.8566,34.4918,2015,19,5,32.69,0.5,49
"1523",-15.8448,34.4918,2015,73,9,15.31,0.5,49
"1524",-15.6254,35.2475,2011,62,52,91.01,6,18
"1525",-15.7113,35.176,2009,45,7,17.44,0,4.5
"1526",-15.5323,35.1842,2007,12,1,9.82,7,25
"1527",-15.5454,35.1839,2007,13,2,18.29,6,28
"1528",-15.5522,35.1696,2006,11,1,9.43,1,3
"1529",-15.5373,35.1498,2006,5,2,42.76,1,2
"1530",-15.5373,35.1498,2009,15,7,48.06,0.9,4.6
"1531",-15.5556,35.1371,2007,14,2,17.31,7,28
"1532",-15.5886,35.127,2005,3,1,45.94,15,20
"1533",-15.6032,35.1122,2005,5,2,47.57,6,28
"1534",-15.6032,35.1122,2008,21,5,32.76,11,29
"1535",-15.6199,35.1223,2005,2,0,0,16,28
"1536",-15.6199,35.1223,2008,26,1,4.54,6,27
"1537",-15.6015,35.1238,2009,33,9,29.07,0.3,5
"1538",-15.6731,35.1166,2007,15,3,24.68,7,30
"1539",-15.7979,35.165,2010,21,13,67.7,0,5
"1540",-15.8553,35.3057,2010,5,0,0,1,4
"1541",-15.6253,35.1911,2006,9,3,35.63,1,2
"1542",-15.6253,35.1911,2008,27,4,17.76,6,29
"1543",-15.6253,35.1911,2009,30,12,42.63,0.3,4.7
"1544",-15.6507,35.2107,2008,22,4,21.8,6,29
"1545",-15.6787,35.223,2009,28,7,25.82,0.7,4.9
"1546",-15.6846,35.2347,2006,16,3,20.04,1,2
"1547",-15.6986,35.2433,2007,14,0,0,7,29
"1548",-15.7022,35.2351,2007,17,0,0,7,29
"1549",-15.7091,35.2247,2006,19,2,11.26,1,2
"1550",-15.7127,35.2356,2009,25,7,30.25,0.2,4.8
"1551",-15.7178,35.2705,2006,7,3,44.47,1,3
"1552",-15.7455,35.2305,2009,17,4,24.8,0.4,4.7
"1553",-15.7623,35.2427,2007,12,1,9.48,6,23
"1554",-15.7464,35.2583,2005,5,2,48.03,7,27
"1555",-15.7464,35.2583,2008,18,4,26.2,6,27
"1556",-15.7656,35.2527,2009,42,6,15.23,0.3,5
"1557",-15.7932,35.2358,2005,6,2,35.81,6,17
"1558",-15.7932,35.2358,2006,8,3,38.91,1,3
"1559",-15.7932,35.2358,2008,12,1,10.23,8,27
"1560",-15.8309,35.2245,2009,36,9,27.46,0.1,4.7
"1561",-15.8429,35.2631,2007,8,0,0,7,29
"1562",-15.8264,35.2397,2006,14,3,22.23,1,3
"1563",-15.8143,35.2443,2005,3,0,0,11,16
"1564",-15.8143,35.2443,2008,17,0,0,9,29
"1565",-15.8169,35.277,2009,35,6,18.52,0.2,5
"1566",-15.7732,35.2853,2006,22,10,47.16,1,3
"1567",-15.8267,35.3057,2005,4,3,85.84,7,22
"1568",-15.8267,35.3057,2008,12,0,0,7,25
"1569",-15.7852,35.2664,2009,32,3,9.8,0.5,4.9
"1570",-15.8353,35.2874,2007,16,4,31.84,9,28
"1571",-15.6561,35.2156,2006,12,3,26.73,1,2
"1572",-15.7605,35.1177,2008,23,1,5.22,6,29
"1573",-15.7505,35.1204,2006,12,5,44.55,1,2
"1574",-15.7783,35.1339,2005,8,1,14.51,5,27
"1575",-15.7783,35.1339,2008,20,3,18.95,8,30
"1576",-15.7634,35.1513,2009,17,3,18.81,0.3,4.4
"1577",-15.7617,35.1605,2005,2,0,0,14,19
"1578",-15.7617,35.1605,2007,9,0,0,6,27
"1579",-15.7617,35.1605,2008,12,2,19.99,6,29
"1580",-15.7824,35.1425,2007,11,0,0,7,29
"1581",-15.7824,35.1425,2008,28,6,26.56,8,28
"1582",-15.7867,35.1214,2006,11,4,38.87,1,2
"1583",-15.8008,35.1266,2009,27,8,32.36,0.3,4.1
"1584",-15.8068,35.1332,2005,2,0,0,5,13
"1585",-15.8068,35.1332,2008,24,1,5.05,7,28
"1586",-15.8088,35.1349,2007,17,0,0,7,29
"1587",-15.7721,35.1666,2001,6,4,88.96,10.4,29.2
"1588",-15.799,35.1544,2006,19,2,11.26,1,2
"1589",-15.799,35.1544,2009,19,1,5.78,0.1,4.6
"1590",-15.8205,35.2068,2009,19,3,17.06,0.2,4.9
"1591",-15.8254,35.1972,2007,16,1,7.5,7,27
"1592",-15.8188,35.1834,2005,4,1,32.53,10,27
"1593",-15.8188,35.1834,2008,22,0,0,7,28
"1594",-15.8365,35.1635,2005,7,0,0,8,29
"1595",-15.8365,35.1635,2008,19,4,25.24,6,29
"1596",-15.8405,35.1777,2006,19,9,49.15,1,3
"1597",-15.8366,35.1668,2005,1,0,0,9,9
"1598",-15.8366,35.1668,2008,29,4,17.25,8,29
"1599",-15.8375,35.1467,2006,17,5,31.44,1,2
"1600",-15.77,35.1822,2012,12,1,8.55,0.8,4.8
"1601",-15.8563,35.2856,2012,12,1,8.4,1.5,4.7
"1602",-15.7659,35.1121,2014,12,0,0,0.5,4.8
"1603",-15.8705,35.2695,2014,13,2,16.06,0.5,4.8
"1604",-15.6816,35.1747,2017,23,5,22.32,0.8,4.9
"1605",-15.815,35.2526,2017,21,3,14.86,0.6,4.9
"1606",-15.5792,35.2306,2016,23,10,44.83,0.8,14.6
"1607",-15.6729,35.169,2016,18,2,11.28,1.1,12.6
"1608",-15.7116,35.2626,2016,25,12,49.33,0.6,12.8
"1609",-15.5671,35.1809,2007,14,0,0,8,30
"1610",-15.5944,35.171,2007,11,0,0,7,26
"1611",-15.5771,35.1466,2008,23,4,21.07,7,28
"1612",-15.682,35.157,2009,13,2,16.06,0.5,4.9
"1613",-15.6002,35.1726,2007,10,2,24.23,7,28
"1614",-15.6135,35.1575,2009,33,4,13.09,0.2,4.6
"1615",-15.6215,35.179,2007,16,3,22.3,6,28
"1616",-15.6215,35.179,2008,23,3,15.94,7,29
"1617",-15.653,35.1458,2006,9,1,11.53,1,3
"1618",-15.6513,35.1662,2006,6,1,17.3,1,3
"1619",-15.6583,35.1457,2007,13,3,28.06,8,26
"1620",-15.6644,35.1436,2009,24,5,21.51,0.7,5
"1621",-15.6673,35.1586,2006,2,0,0,1,2
"1622",-15.6996,35.1281,2005,4,0,0,6,29
"1623",-15.6996,35.1281,2007,19,4,25.04,6,28
"1624",-15.6996,35.1281,2008,23,2,10.63,7,29
"1625",-15.6987,35.122,2006,11,1,9.43,1,3
"1626",-15.7111,35.1444,2009,30,6,21.08,0.4,4.7
"1627",-15.7227,35.1516,2005,5,0,0,10,20
"1628",-15.7227,35.1516,2006,7,2,30.54,1,2
"1629",-15.7227,35.1516,2008,11,0,0,13,27
"1630",-15.7285,35.1579,2006,11,1,9.31,1,4
"1631",-15.7217,35.1409,2007,11,2,24.41,10,30
"1632",-15.7313,35.1269,2007,16,4,29.47,8,23
"1633",-15.7255,35.162,2009,24,2,8.88,0.3,4.9
"1634",-15.7366,35.192,2006,15,5,34.58,1,3
"1635",-15.7368,35.1921,2005,1,0,0,5,5
"1636",-15.7368,35.1921,2008,24,2,10.18,7,29
"1637",-15.7859,35.1728,2009,43,8,19.82,0.3,5
"1638",-15.6421,35.156,2006,6,1,17.82,1,2
"1639",-15.6426,35.1571,2009,33,5,15.97,0.4,4.9
"1640",-15.5891,35.2297,2009,25,1,4.32,0.2,4.7
"1641",-15.613,35.216,2008,14,0,0,7,29
"1642",-15.5897,35.2223,2007,11,1,10.82,7,26
"1643",-15.6177,35.2124,2005,3,0,0,12,15
"1644",-15.6177,35.2124,2008,22,3,16.09,7,25
"1645",-15.655,35.245,2001,2,1,55.36,11.3,11.5
"1646",-15.6233,35.2318,2008,14,3,26.31,8,27
"1647",-15.6233,35.2318,2009,31,7,24.8,0.1,4.8
"1648",-15.6512,35.2611,2006,13,7,57.57,1,2
"1649",-15.6608,35.2331,2007,11,1,12.65,11,30
"1650",-15.7109,35.297,2005,6,0,0,1,19
"1651",-15.7109,35.297,2008,13,1,9.53,8,28
"1652",-15.8791,35.2106,2009,33,5,16.37,0.2,5
"1653",-15.943,35.301,2009,15,0,0,0.5,4.9
"1654",-15.8773,35.2588,2008,14,2,17.98,10,24
"1655",-15.8879,35.2569,2007,14,4,39.59,12,27
"1656",-15.8879,35.2569,2009,21,7,36.61,0.1,4.9
"1657",-15.8725,35.2793,2006,6,2,39.06,0,3
"1658",-15.8408,35.2766,2006,11,5,48.59,1,2
"1659",-15.871,35.3047,2008,22,7,37.21,6,26
"1660",-15.8999,35.2731,2007,6,0,0,8,27
"1661",-15.8999,35.2731,2009,51,10,21.19,0.2,4.9
"1662",-15.9173,35.2694,2006,17,6,36.15,1,4
"1663",-15.8991,35.3126,2005,5,3,83.13,12,27
"1664",-15.8991,35.3126,2008,16,2,16.6,10,29
"1665",-15.9276,35.2736,2006,20,8,42.76,1,2
"1666",-15.9346,35.2738,2006,8,2,25.94,1,3
"1667",-15.9346,35.2738,2008,16,3,21.87,8,22
"1668",-15.9166,35.2701,2009,26,7,29.08,0.2,4.9
"1669",-15.936,35.3015,2008,21,4,23.83,8,29
"1670",-15.9701,35.3007,2007,10,2,23.34,7,24
"1671",-15.9716,35.2854,2007,17,0,0,6,29
"1672",-15.9716,35.2854,2009,37,15,44.53,0.1,4.8
"1673",-15.9642,35.2749,2006,22,8,38.87,1,2
"1674",-15.132,35.2551,2011,16,7,46.63,0.3,5
"1675",-14.824,35.73,2009,11,0,0,0.5,4.9
"1676",-14.821,35.747,2001,9,8,99.79,9,33.8
"1677",-14.9036,35.4351,2010,17,9,53.89,1,5
"1678",-14.827,35.6626,2010,25,10,43.75,0,5
"1679",-15.1895,35.4864,2010,18,2,11.31,1,5
"1680",-14.6838,35.7865,2010,19,15,86.35,0,5
"1681",-14.8408,35.6351,2009,6,0,0,0.5,4.9
"1682",-14.8794,35.5854,2001,2,2,99.79,20.5,20.8
"1683",-15.0958,35.2995,2011,25,12,51.16,0.3,5
"1684",-14.9515,35.4485,2009,7,2,29.84,0.5,4.9
"1685",-15.0427,35.2465,2009,3,0,0,1,2.9
"1686",-15.134,35.2501,2011,34,27,84.64,0.3,5
"1687",-15.1099,35.2827,2011,20,13,69.28,0.3,5
"1688",-14.8758,35.4543,2012,11,0,0,0.8,4.3
"1689",-15.0671,35.2164,2012,19,4,21.74,0.7,4.7
"1690",-14.8324,35.6321,2012,17,8,48.6,0.7,4.8
"1691",-14.7189,35.772,2012,15,4,27.64,0.8,4.1
"1692",-15.1846,35.4912,2012,11,1,9.36,0.9,4.5
"1693",-14.8725,35.6701,2014,16,4,26.11,0.5,4.8
"1694",-14.8115,35.5333,2014,26,18,72.3,0.5,4.8
"1695",-15.0627,35.2483,2014,16,8,51.09,0.9,4.9
"1696",-15.0939,35.3512,2017,26,9,36.15,0.5,4.9
"1697",-15.1847,35.3557,2017,28,8,29.33,0.8,4.9
"1698",-14.601,35.6359,2017,23,12,54.48,0.5,4.9
"1699",-14.9502,35.5473,2016,31,10,33,0.5,11.8
"1700",-14.7746,35.8074,2016,19,15,80.78,1.3,13.6
"1701",-15.2043,35.5145,2009,12,2,17.41,0.5,4.9
"1702",-15.1012,35.2925,2011,33,26,83.98,0.3,5
"1703",-15.0899,35.3091,2011,34,19,59.56,0.3,5
"1704",-14.7373,35.1953,2009,132,78,60.87,1,14
"1705",-14.7373,35.1953,2010,100,72,74.16,1,14
"1706",-14.6167,35.1817,2009,12,5,43.52,0.5,4.9
"1707",-14.1998,35.0392,2009,136,71,53.78,1,14
"1708",-14.1998,35.0392,2010,114,68,61.44,1,14
"1709",-14.5105,35.3142,2009,7,2,30.34,0.5,3.9
"1710",-14.3712,35.1744,2010,16,8,56.04,0,4
"1711",-14.6471,35.0304,2010,21,12,62.49,0,5
"1712",-14.1901,34.874,2010,16,7,47.85,0,5
"1713",-14.3148,35.5546,2010,16,5,34.18,0,5
"1714",-14.5953,35.5682,2010,26,6,25.24,0,5
"1715",-14.7142,35.4338,2010,26,24,99.79,0,5
"1716",-13.6758,35.0315,2010,15,2,13.57,1,5
"1717",-14.4647,35.2486,2010,16,10,68.36,0,5
"1718",-14.3482,35.4749,2009,6,1,17.08,1,4.9
"1719",-14.516,35.033,2002,53,14,27.99,0,14
"1720",-14.16,35.423,2001,6,1,21.16,6.3,35.8
"1721",-14.3094,35.1168,2002,60,21,37.08,0,14
"1722",-14.46,35.365,2002,59,36,64.65,0,14
"1723",-14.5834,35.5781,2001,7,5,92.47,7.5,35.3
"1724",-14.3158,35.5478,2012,13,7,55.45,0.9,4.5
"1725",-14.3811,35.1334,2012,16,4,26.11,0.5,4.7
"1726",-14.5719,35.5871,2012,14,5,37.29,0.5,4.8
"1727",-14.692,35.4369,2012,20,2,10.27,0.8,4.8
"1728",-14.6727,35.0021,2012,23,16,71.84,0.7,4.8
"1729",-14.1947,34.8578,2012,20,7,37.16,0.5,4.3
"1730",-14.4728,35.2527,2012,11,2,18.99,0.5,4.8
"1731",-13.676,35.0139,2012,18,11,63.54,0.6,4.8
"1732",-14.6084,35.0683,2014,25,25,99.79,0.8,4.5
"1733",-14.103,34.9254,2014,16,2,12.66,1.3,4.8
