"","Lat","Long","YY","Ex","Pf","PfPR2_10","LoAge","UpAge"
"2183",-15.3701,35.3458,2012,12,1,8.63,0.8,4.3
"2184",-15.3925,35.3109,2012,8,0,0,1,4.3
"2185",-15.3294,35.4517,2014,16,7,45.69,0.5,4.8
"2186",-15.5307,35.5046,2014,15,0,0,0.5,4.8
"2187",-15.6422,35.2764,2014,9,0,0,1,4.8
"2188",-15.373,35.1178,2014,16,3,19.5,0.6,4.9
"2189",-15.3925,35.2912,2014,14,0,0,0.7,4.7
"2190",-15.3934,35.3317,2014,9,0,0,1,4.5
"2191",-15.4584,35.4025,2017,19,7,38.47,0.5,4.9
"2192",-15.3727,35.3505,2017,20,4,20.89,0.5,4.9
"2193",-15.3615,35.189,2017,18,9,51.99,0.6,4.9
"2194",-15.497,35.2854,2011,22,16,73.28,6,11
"2195",-15.4364,35.1776,2001,6,5,99.79,11.1,28.7
"2196",-15.3384,35.0891,2009,6,0,0,0.5,2.9
"2197",-15.2772,35.4132,2016,20,14,70.96,0.8,11.4
"2198",-15.3334,35.3931,2016,12,5,42.55,0.8,6.4
"2199",-15.5535,35.2863,2016,22,16,74.61,0.7,12.9
"2200",-15.508,35.3546,2011,59,40,73.52,5,19
"2201",-15.6236,35.374,2011,58,38,71.81,6,19
"2202",-15.5162,35.3946,2011,53,37,75.01,6,17
"2203",-15.6445,35.2646,2011,60,35,63.25,5,19
"2204",-15.6444,35.3786,2011,49,33,73.82,6,19
"2205",-15.5984,35.4111,2011,40,13,35.24,5,19
"2206",-15.3937,35.5491,2001,6,5,97.86,8.5,22.2
"2207",-15.4844,35.5112,2009,9,3,34.81,0.5,4.9
"2208",-15.4916,35.1833,2006,143,38,27.88,0,12
"2209",-15.5373,35.3084,2011,50,30,65.76,6,19
"2210",-15.4792,35.3737,2011,65,48,78.63,5,17
"2211",-15.4983,35.3916,2011,58,34,62.41,6,16
"2212",-15.5182,35.4098,2011,37,30,83.61,6,13
"2213",-15.5571,35.3375,2011,54,39,77.59,5,18
"2214",-15.5131,35.4348,2011,58,40,74.11,6,17
"2215",-15.4582,35.3647,2011,55,35,67.76,5,17
"2216",-15.5354,35.3582,2011,56,31,60.07,6,18
"2217",-15.5672,35.3122,2011,58,44,80.77,5,17
"2218",-15.4741,35.3781,2011,58,36,67.36,6,18
"2219",-15.6144,35.3924,2011,31,15,50.5,6,14
"2220",-15.536,35.3875,2011,57,46,85.93,5,17
"2221",-15.5706,35.3472,2011,45,21,50.7,7,17
"2222",-15.414,35.302,2010,48,12,27.34,0,5
"2223",-15.488,35.3109,2011,60,40,72.29,5,19
"2224",-15.6181,35.3167,2011,59,45,81.21,5,17
"2225",-15.6214,35.4704,2011,60,27,48.35,5,18
"2226",-15.4428,35.3013,2011,57,36,67.86,5,18
"2227",-15.2698,35.3919,2009,7,3,43.05,2,4.9
"2228",-15.5723,35.3733,2011,50,18,39.07,6,18
"2229",-15.5631,35.2622,2011,47,28,64.71,7,17
"2230",-15.5868,35.4968,2011,60,30,54.26,6,18
"2231",-15.5655,35.4038,2011,53,22,44.6,5,18
"2232",-15.4399,35.36,2011,64,48,82.14,5,20
"2233",-15.6234,35.3895,2011,56,42,81.39,6,18
"2234",-15.4902,35.2518,2011,57,28,52.78,6,17
"2235",-15.4827,35.3362,2011,55,41,80.84,5,19
"2236",-15.5526,35.2771,2011,52,37,76.45,6,17
"2237",-15.384,35.305,2013,182,5,3.28,0.5,1.5
"2238",-9.63349348333333,33.2548001666667,2021,12,4,0.358711824784969,0.22724162042141,4.82683086395264
"2239",-9.78234203636364,33.4457011818182,2021,11,0,6.59744478702916e-05,0.17248460650444,4.95003414154053
"2240",-10.3198696428571,33.5671612142857,2021,14,1,0.0753938402189973,0.386036962270737,4.43805599212646
"2241",-10.1537559,33.7172694,2021,10,1,0.112030075080268,0.169746741652489,4.15605735778809
"2242",-9.64197858461539,33.7035745153846,2021,13,1,0.0841829526257659,0.120465435087681,4.95003414154053
"2243",-9.97038598571429,33.8156470714286,2021,14,0,6.59744478702916e-05,0.0547570139169693,4.7337441444397
"2244",-10.4548453285714,34.2133249857143,2021,7,0,6.59744478702916e-05,1.0184805393219,3.67145800590515
"2245",-9.93847634615385,33.9393893461538,2021,13,0,6.59744478702916e-05,0.0328542105853558,4.84052038192749
"2246",-9.94876955,33.91490579,2021,10,0,6.59744478702916e-05,0.276522934436798,4.94182062149048
"2247",-11.9605228333333,34.0969868333333,2021,12,2,0.184445435119674,0.0602327175438404,4.81040382385254
"2248",-11.6434122727273,34.2570297272727,2021,11,2,0.1880410625153,0.829568803310394,4.21902799606323
"2249",-11.2989703923077,34.2273420461538,2021,13,0,6.59744478702916e-05,0.659822046756744,4.59137582778931
"2250",-11.56074945,34.11513499,2021,10,0,6.59744478702916e-05,0.325804233551025,4.0739221572876
"2251",-10.7695695555556,34.201692,2021,9,0,6.59744478702916e-05,0.194387406110764,5.09240245819092
"2252",-10.6881910833333,34.05166775,2021,12,1,0.0877153730857644,0.413415461778641,4.91170454025269
"2253",-11.0051983818182,34.0127180909091,2021,11,0,6.59744478702916e-05,0.449007540941238,4.84599590301514
"2254",-11.0160178,34.0277520583333,2021,12,0,6.59744478702916e-05,0.0301163587719202,4.84599590301514
"2255",-11.0169983714286,33.8671246571429,2021,7,0,6.59744478702916e-05,0.175222456455231,4.74469518661499
"2256",-11.9292834642857,33.3531987214286,2021,14,4,0.2959893603592,0.651608467102051,4.66803550720215
"2257",-11.1757714166667,33.8462625833333,2021,12,1,0.0918345078251279,0.0821355208754539,4.19438743591309
"2258",-11.61784408,33.75163088,2021,5,0,6.59744478702916e-05,1.50308012962341,4.48733758926392
"2259",-11.87160252,33.76416171,2021,10,0,6.59744478702916e-05,0.465434640645981,4.5694727897644
"2260",-11.455009125,33.5784115,2021,8,1,0.139586675921853,0.0164271052926779,4.76933622360229
"2261",-11.5739088571429,33.2641191428571,2021,7,0,6.59744478702916e-05,0.0465434640645981,3.77275848388672
"2262",-11.45509786,33.41869403,2021,10,0,6.59744478702916e-05,1.10882961750031,4.39151287078857
"2263",-12.1012585909091,33.5141542,2021,11,0,6.59744478702916e-05,0.772073924541473,4.87337446212769
"2264",-12.35730441,33.54738492,2021,10,0,6.59744478702916e-05,0.323066383600235,4.87063646316528
"2265",-12.6121264444444,33.6328528888889,2021,9,6,0.699516738957423,0.446269690990448,4.99383974075317
"2266",-12.6185646090909,33.7435911363636,2021,11,1,0.0977177391296388,0.235455170273781,4.79671478271484
"2267",-12.67463011,33.85005573,2021,10,2,0.218980602621688,0.11772758513689,4.82683086395264
"2268",-11.2000090625,33.523616125,2021,16,2,0.127969148524338,0.859685122966766,4.93360710144043
"2269",-11.2206273846154,33.4892803846154,2021,13,1,0.0818949209331226,0.309377133846283,4.52019166946411
"2270",-11.8934595555556,33.5991855888889,2021,9,0,6.59744478702916e-05,0.944558501243591,4.95551013946533
"2271",-11.9050799666667,33.5854471916667,2021,12,0,6.59744478702916e-05,0.199863106012344,4.75838470458984
"2272",-12.0902491428571,34.7370314928571,2021,14,0,6.59744478702916e-05,0.306639283895493,4.55852174758911
"2273",-11.44306465,34.01980745,2021,10,0,6.59744478702916e-05,0.17248460650444,4.5694727897644
"2274",-11.4111601285714,33.9904655285714,2021,7,0,6.59744478702916e-05,1.40177965164185,4.49281311035156
"2275",-11.42718365,33.98740672,2021,10,0,6.59744478702916e-05,0.0355920605361462,4.37508535385132
"2276",-11.4714344857143,34.0200529714286,2021,7,0,6.59744478702916e-05,0.793976724147797,4.99110221862793
"2277",-11.44239385,33.9939696833333,2021,12,0,6.59744478702916e-05,0.0793976709246635,4.98288822174072
"2278",-11.4547916555556,33.9969989333333,2021,9,0,6.59744478702916e-05,0.05749486759305,4.87063646316528
"2279",-11.4394389066667,33.97692344,2021,15,1,0.0727867437232243,0.134154692292213,4.71184110641479
"2280",-11.4402572625,33.9872897875,2021,8,0,6.59744478702916e-05,2.20670771598816,4.44353199005127
"2281",-11.4806890571429,34.0397542,2021,7,0,6.59744478702916e-05,0.728268325328827,3.71800136566162
"2282",-11.4074179153846,33.9866942923077,2021,13,0,6.59744478702916e-05,0.254620134830475,4.67077350616455
"2283",-11.43642845,34.0340017,2021,6,0,6.59744478702916e-05,0.0492813140153885,4.87611246109009
"2284",-11.438616625,34.0303037625,2021,8,0,6.59744478702916e-05,1.12799453735352,4.90622854232788
"2285",-11.42804721,34.02513686,2021,10,0,6.59744478702916e-05,0.906228601932526,4.38329887390137
"2286",-11.42855205,34.0137054,2021,14,1,0.0732596529035279,0.974674880504608,4.37508535385132
"2287",-11.4285992090909,34.0224834727273,2021,11,0,6.59744478702916e-05,0.11772758513689,4.64887046813965
"2288",-13.0267442222222,33.4696348888889,2021,9,0,6.59744478702916e-05,0.142368242144585,4.85968494415283
"2289",-13.0315555454545,33.4891374545455,2021,11,1,0.0942865453993362,0.635181367397308,4.87611246109009
"2290",-13.446926825,33.3996555583333,2021,12,0,6.59744478702916e-05,0.098562628030777,4.59411382675171
"2291",-12.9785191428571,33.8309493571429,2021,14,3,0.226293396335465,0.5804243683815,4.29842567443848
"2292",-12.996631875,34.32356025,2021,16,6,0.401302692245934,0.268309384584427,4.59685134887695
"2293",-12.8331737142857,34.2431047857143,2021,14,2,0.155899250050171,0.136892542243004,5.00205326080322
"2294",-13.20719575,34.3354999166667,2021,12,4,0.36156428636342,0.34223136305809,4.15058183670044
"2295",-13.4165493142857,33.8772183571429,2021,14,2,0.15428387178006,0.202600955963135,4.90075302124023
"2296",-13.45510625,33.93758186,2021,10,0,6.59744478702916e-05,0.254620134830475,3.86584520339966
"2297",-13.5923397357143,33.7253369642857,2021,14,0,6.59744478702916e-05,0.418891161680222,4.52566719055176
"2298",-13.301316825,33.657091,2021,8,0,6.59744478702916e-05,0.432580411434174,4.88706350326538
"2299",-13.3858699909091,33.7354571090909,2021,11,2,0.194924045535582,0.254620134830475,4.84599590301514
"2300",-13.69001037,33.64217165,2021,10,2,0.218667674093991,0.125941142439842,4.90622854232788
"2301",-13.5850226875,33.73385979375,2021,16,0,6.59744478702916e-05,0.681724846363068,4.88432598114014
"2302",-13.5605649785714,33.8130099785714,2021,14,2,0.149096797152943,0.706365525722504,4.02464056015015
"2303",-13.6432584083333,33.7899826416667,2021,12,1,0.0906931597315594,0.153319641947746,4.55852174758911
"2304",-13.5293021,33.7409853,2021,10,0,6.59744478702916e-05,0.386036962270737,4.43805599212646
"2305",-13.5441689166667,33.7383985416667,2021,12,1,0.0893731048319767,0.251882284879684,4.56399726867676
"2306",-13.841202525,34.53517311875,2021,16,3,0.208068791442777,0.0465434640645981,4.46817255020142
"2307",-13.9283497142857,34.4695932142857,2021,14,2,0.154996331507691,0.17248460650444,4.37782335281372
"2308",-13.7816886833333,34.4466459333333,2021,6,0,6.59744478702916e-05,0.624229967594147,4.7145791053772
"2309",-14.20950646,33.88338825,2021,10,0,6.59744478702916e-05,0.197125256061554,4.70910358428955
"2310",-14.1379852142857,33.39000315,2021,14,0,6.59744478702916e-05,0.29021218419075,4.94455862045288
"2311",-14.1426056916667,33.73855115,2021,12,4,0.366774635784277,0.0903490781784058,4.73100614547729
"2312",-14.0143085125,33.9400511125,2021,8,4,0.530894664790282,0.531143069267273,4.44900751113892
"2313",-13.8531307769231,34.0524298230769,2021,13,3,0.256804829600637,0.0328542105853558,4.82135534286499
"2314",-13.96871576,33.60296948,2021,10,4,0.443634942546455,0.0492813140153885,4.68720054626465
"2315",-14.0089698333333,33.6914376888889,2021,9,1,0.123096965864181,0.0547570139169693,4.7173171043396
"2316",-14.0852546416667,33.7319266916667,2021,12,5,0.44573280294979,0.271047234535217,4.80492830276489
"2317",-13.8240456333333,33.0443260444444,2021,9,1,0.119208280093679,0.249144420027733,4.98288822174072
"2318",-14.3786589545455,34.3051598272727,2021,11,0,6.59744478702916e-05,0.350444912910461,4.75838470458984
"2319",-15.00406374,34.88780306,2021,10,2,0.222437836007784,0.0355920605361462,4.47638607025146
"2320",-15.1806558176471,34.6099747823529,2021,17,0,6.59744478702916e-05,0.0438056141138077,4.6954140663147
"2321",-14.8304382428571,34.8022187571429,2021,7,0,6.59744478702916e-05,0.29021218419075,4.96646118164062
"2322",-14.9072444166667,34.7248765333333,2021,6,0,6.59744478702916e-05,0.281998634338379,4.27652311325073
"2323",-14.71879618,34.53803684,2021,10,0,6.59744478702916e-05,0.0465434640645981,4.98015069961548
"2324",-14.8124681375,34.6394276125,2021,8,0,6.59744478702916e-05,0.106776177883148,4.94455862045288
"2325",-14.0170157272727,33.8058246454545,2021,11,0,6.59744478702916e-05,0.273785084486008,4.94455862045288
"2326",-14.0333274375,33.8069633,2021,8,0,6.59744478702916e-05,1.01574265956879,3.6276524066925
"2327",-13.8755487,33.7630351,2021,3,0,6.59744478702916e-05,1.67008900642395,4.16427087783813
"2328",-13.8864343875,33.7644762875,2021,8,0,6.59744478702916e-05,0.468172490596771,4.88158798217773
"2329",-13.8897508,33.74892769,2021,10,0,6.59744478702916e-05,0.268309384584427,4.27104711532593
"2330",-13.8899332666667,33.7543514222222,2021,9,0,6.59744478702916e-05,0.692676246166229,3.87679672241211
"2331",-13.8922972714286,33.7457443285714,2021,7,0,6.59744478702916e-05,0.870636522769928,3.55920600891113
"2332",-13.9160255454545,33.7580188181818,2021,11,0,6.59744478702916e-05,0.40793976187706,4.84325790405273
"2333",-13.9207538,33.7714823,2021,10,0,6.59744478702916e-05,0.424366861581802,4.90896654129028
"2334",-13.8023309230769,33.7386766384615,2021,13,6,0.481493511254784,0.558521568775177,4.91170454025269
"2335",-13.9535359090909,33.7221733636364,2021,11,1,0.096689756666567,0.317590683698654,4.36960983276367
"2336",-14.0049558461538,33.7245289230769,2021,13,0,6.59744478702916e-05,0.440793991088867,4.88980150222778
"2337",-14.013909,33.7113966363636,2021,11,0,6.59744478702916e-05,0.495550990104675,4.00547552108765
"2338",-14.68769526875,35.1831977375,2021,16,1,0.0684976013715991,0.11225188523531,4.82956886291504
"2339",-14.4488665769231,35.5858870076923,2021,13,6,0.511605317970851,0.0520191639661789,4.39972639083862
"2340",-14.55597632,35.55392906,2021,10,3,0.318264189716977,0.339493483304977,4.38877487182617
"2341",-13.6728416411765,34.8525851764706,2021,17,2,0.126035169136942,0.260095834732056,4.98836421966553
"2342",-13.7056125785714,34.9070489785714,2021,14,7,0.544403410110147,0.150581791996956,4.95551013946533
"2343",-14.4863943714286,35.2672395714286,2021,14,0,6.59744478702916e-05,0.0136892534792423,4.02737855911255
"2344",-14.0937976583333,34.9175253916667,2021,12,1,0.0852156742185141,1.03764545917511,4.93634510040283
"2345",-14.8177099090909,35.4327534545455,2021,11,1,0.0999285278880531,0.0958247780799866,4.16974687576294
"2346",-15.17943725,35.4251383333333,2021,12,1,0.0879594802554968,0.386036962270737,4.96919918060303
"2347",-15.0583196428571,35.4688860714286,2021,14,2,0.157189129621833,0.0903490781784058,4.86789846420288
"2348",-14.9056598181818,35.7040681818182,2021,11,1,0.10055254309144,0.0629705712199211,4.605064868927
"2349",-15.0619213571429,35.2823290714286,2021,14,2,0.150208158135802,0.424366861581802,5.18001365661621
"2350",-15.4565923923077,35.2811783923077,2021,13,2,0.171009424965863,0.0383299104869366,4.19986295700073
"2351",-15.4760841357143,35.2978511571429,2021,14,2,0.153697810110758,0.396988362073898,4.27926063537598
"2352",-15.51205256,35.33026883,2021,10,1,0.109333837046996,0.125941142439842,4.91444206237793
"2353",-15.3592752,35.0895822,2021,5,0,6.59744478702916e-05,0.676249146461487,4.79123878479004
"2354",-15.3987474545455,35.1372983636364,2021,11,0,6.59744478702916e-05,0.588637948036194,4.92265558242798
"2355",-15.7619355733333,35.21763536,2021,15,0,6.59744478702916e-05,0.0164271052926779,4.87063646316528
"2356",-15.6425416727273,35.0043203818182,2021,11,3,0.289578908067426,0.531143069267273,4.31759071350098
"2357",-15.5087045125,35.027789875,2021,8,1,0.12892721593863,1.08966457843781,3.97809720039368
"2358",-15.7897899181818,34.9628628272727,2021,11,0,6.59744478702916e-05,0.511978089809418,5.03490781784058
"2359",-16.27323693,35.20745449,2021,10,0,6.59744478702916e-05,0.0246406570076942,4.91718006134033
"2360",-16.0430190111111,35.0412388777778,2021,9,0,6.59744478702916e-05,0.00547570176422596,4.03011655807495
"2361",-16.088028875,35.14799375,2021,8,0,6.59744478702916e-05,0.741957545280457,4.91991806030273
"2362",-16.065430675,35.15788195,2021,4,0,6.59744478702916e-05,2.0177960395813,4.82409286499023
"2363",-15.9532105416667,35.488689775,2021,12,0,6.59744478702916e-05,1.07323753833771,4.681725025177
"2364",-16.1556389285714,35.5235562857143,2021,14,2,0.156117563661046,0.128678992390633,4.74195766448975
"2365",-15.7074018666667,35.5103220666667,2021,15,2,0.141845192150523,0.514715969562531,4.27652311325073
"2366",-15.6820430666667,35.4398730666667,2021,15,0,6.59744478702916e-05,0.0520191639661789,4.74195766448975
"2367",-15.7879077666667,35.5683871,2021,15,1,0.0704227099983933,0.577686488628387,4.48459959030151
"2368",-16.3695268,34.6822343333333,2021,15,3,0.204394510757075,1.05133473873138,4.78576326370239
"2369",-15.9894009166667,34.7799573333333,2021,12,0,6.59744478702916e-05,0.45722109079361,4.74195766448975
"2370",-16.9339103076923,35.2583245384615,2021,13,0,6.59744478702916e-05,1.11430525779724,4.74743318557739
"2371",-14.9715874153846,35.1849244769231,2021,13,0,6.59744478702916e-05,0.908966481685638,4.61875438690186
"2372",-14.9804571111111,34.9628127888889,2021,9,0,6.59744478702916e-05,0.350444912910461,4.04654359817505
"2373",-15.467977875,34.6804598125,2021,16,2,0.137332961840795,0.098562628030777,4.27926063537598
"2374",-15.400717825,35.3279412583333,2021,12,0,6.59744478702916e-05,0.0465434640645981,4.71184110641479
"2375",-15.3958296583333,35.330027675,2021,12,0,6.59744478702916e-05,0.0520191639661789,4.28199863433838
"2376",-15.770209275,35.1079771625,2021,8,1,0.128555433520296,0.922655701637268,4.74743318557739
"2377",-15.7832124,35.06750415,2021,8,0,6.59744478702916e-05,0.0355920605361462,4.24093103408813
"2378",-15.773972375,35.02614725,2021,4,0,6.59744478702916e-05,0.484599590301514,4.0711841583252
"2379",-15.7735502625,35.0063789,2021,8,0,6.59744478702916e-05,1.29774129390717,4.71184110641479
"2380",-15.7779216,34.98114086,2021,5,0,6.59744478702916e-05,0.629705667495728,3.97809720039368
"2381",-15.8252121111111,35.0897937777778,2021,9,0,6.59744478702916e-05,0.106776177883148,4.92813158035278
"2382",-15.8154259555556,34.9919888333333,2021,9,0,6.59744478702916e-05,0.243668720126152,3.356605052948
"2383",-15.8270905071429,34.9925179642857,2021,14,0,6.59744478702916e-05,0.106776177883148,4.63244342803955
"2384",-15.8477805071429,35.0776020142857,2021,14,0,6.59744478702916e-05,0.265571534633636,4.34223127365112
"2385",-15.8572513235294,35.0803979176471,2021,17,0,6.59744478702916e-05,0.0766598209738731,4.99383974075317
"2386",-15.83274455,35.056821775,2021,4,0,6.59744478702916e-05,1.9657769203186,3.16495561599731
"2387",-15.84302615,35.0477800416667,2021,12,0,6.59744478702916e-05,0.0438056141138077,4.0903491973877
"2388",-14.491271808528,35.624135876668,2019,25,11,0.562156561100933,9,46
"2389",-14.059692023872,34.045380860264,2019,25,3,0.147344612512262,7,45
"2390",-13.9037139995208,33.6534814011417,2019,24,9,0.454479466727592,6,46
"2391",-13.786987492092,33.68651374422,2019,25,9,0.449886704791837,8,45
"2392",-13.896281490672,33.679205480004,2019,25,12,0.578722287068758,6,44
"2393",-14.049160056868,33.957455946738,2019,50,5,0.119242270419922,5,45
"2394",-14.042557019534,33.615285275804,2019,50,17,0.40625674107206,5,46
"2395",-14.067028800008,33.962049266656,2019,25,9,0.43103616346356,5,47
"2396",-14.099631933344,34.093355066664,2019,25,5,0.251058847875945,8,47
"2397",-13.6633948015093,34.1537586248413,2019,75,17,0.271948087543926,5,48
"2398",-16.56888673294,34.974882032264,2019,25,7,0.331902537879413,5,43
"2399",-14.4252678202613,34.7060754590347,2019,75,16,0.255951141217813,5,48
"2400",-15.744644951468,35.646803835332,2019,25,2,0.102442727884947,9,47
"2401",-15.772404408092,35.665898629056,2019,25,0,6.59744478702916e-05,5,47
"2402",-15.782144722408,35.640208870404,2019,25,0,6.59744478702916e-05,8,46
"2403",-15.3509444624542,34.8121958221083,2019,72,14,0.233288800589153,5,48
"2404",-15.014605545668,34.636013827134,2019,50,6,0.14397251693502,5,48
"2405",-14.264636399996,33.6459042,2019,25,9,0.478251820353943,11,44
"2406",-14.28635206666,33.627804799996,2019,25,10,0.484778097842765,6,46
"2407",-14.4763155717073,34.1723956236967,2019,150,27,0.21595877540253,5,48
"2408",-14.314373466664,33.647209733324,2019,25,6,0.28578059230299,6,40
"2409",-15.626900133328,35.260682866668,2019,50,22,0.525744017857959,5,46
"2410",-15.781362438864,35.553707558416,2019,25,0,6.59744478702916e-05,5,44
"2411",-14.37713021196,34.5258025619,2019,125,19,0.182365188117692,5,48
"2412",-13.35454369156,33.977064638872,2019,25,0,6.59744478702916e-05,10,47
"2413",-13.481763640536,34.016122254136,2019,25,0,6.59744478702916e-05,7,42
"2414",-15.227227266664,35.467748000008,2019,25,0,6.59744478702916e-05,11,47
"2415",-15.8202214492,35.604252022,2019,25,5,0.273436087337446,12,48
"2416",-13.5937895833288,32.9542110256385,2019,52,9,0.207652668656279,5,48
"2417",-13.783396866672,33.689672866668,2019,25,10,0.500996543138758,8,46
"2418",-13.700193725076,34.033359129782,2019,50,15,0.377427612868284,8,48
"2419",-13.962114666396,33.6116015312,2019,25,21,0.997929494124658,5,44
"2420",-15.56125867115,34.570145931608,2019,50,8,0.191571628206027,5,47
"2421",-15.7312124169122,35.3133951187327,2019,49,4,0.097740626635728,5,47
"2422",-14.3251033499984,34.6336917741524,2019,124,52,0.510390825282688,6,48
"2423",-14.5269434,35.564884999996,2019,25,17,0.836781989006283,7,46
"2424",-14.263785109602,35.277762894266,2019,50,19,0.451781966023104,5,44
"2425",-15.368546100004,34.34378673334,2019,50,9,0.23049613774113,9,47
"2426",-14.291129378934,35.133794009064,2019,50,21,0.516835934386234,7,46
"2427",-13.801378398754,33.383071175832,2019,50,15,0.370780108161957,7,48
"2428",-14.437487121219,35.077281769567,2019,100,20,0.2399541948917,5,48
"2429",-14.571251065068,35.577838424404,2019,25,12,0.593248173059131,7,48
"2430",-14.231449618004,35.470889092404,2019,25,13,0.631548771059741,6,47
"2431",-14.5902263136457,34.4175134409655,2019,223,63,0.338948750631773,5,48
"2432",-14.909911666664,35.053752466664,2019,25,3,0.161049026868817,11,48
"2433",-15.861362363294,35.34350432699,2019,50,5,0.11997709744585,5,48
"2434",-15.001145972796,35.5677823908,2019,25,2,0.0969556195685528,6,46
"2435",-15.158606266664,35.518092799996,2019,25,0,6.59744478702916e-05,5,46
"2436",-14.917373423268,35.3435386538,2019,50,11,0.281717501683603,9,47
"2437",-15.05326053632,34.145506654358,2019,50,36,0.874452144544257,6,47
"2438",-14.464098507254,35.323993892896,2019,50,8,0.200847078300756,8,47
"2439",-14.1163699862469,34.3604036811592,2019,49,24,0.587642926265387,5,48
"2440",-13.8442110662635,34.2102187664419,2019,74,11,0.178344334041128,5,48
"2441",-13.35796237374,33.784080328,2019,25,1,0.0489599970415359,7,44
"2442",-15.472168741734,35.066265856334,2019,50,13,0.316442311675267,6,48
"2443",-17.017724900408,35.217421207812,2019,25,2,0.0967498022564935,6,45
"2444",-13.826439399992,33.040321400004,2019,25,0,6.59744478702916e-05,10,43
"2445",-13.6377924954429,33.6328921601347,2019,49,5,0.126115683048285,7,48
"2446",-14.5903354861042,35.3579929166583,2019,24,15,0.788791750406334,9,42
"2447",-14.070614133336,34.108633066664,2019,25,2,0.100199308627752,8,46
"2448",-14.9973684208,35.07180250306,2019,25,8,0.388645397575225,6,47
"2449",-14.376622333332,34.863454533328,2019,25,4,0.192313004527409,6,43
"2450",-14.975911799996,35.443496466664,2019,25,3,0.150635308725567,8,47
"2451",-14.308185774324,34.556491090256,2019,150,45,0.370780108161957,7,48
"2452",-14.793460733336,35.428922533336,2019,25,6,0.28735744230904,5,47
"2453",-14.604130933336,35.634359000004,2019,25,6,0.28794503387004,5,48
"2454",-16.089987466664,34.603346666664,2019,25,8,0.419689280623003,10,48
"2455",-13.9926060452095,34.1324325327284,2019,74,3,0.048639363829399,5,48
"2456",-15.08257826666,35.10086613334,2019,25,5,0.242389048921382,6,46
"2457",-14.848206353192,35.234406466396,2019,25,5,0.24611234970773,7,46
"2458",-15.2579758305755,34.1901862495918,2019,49,4,0.0973406289142215,5,45
"2459",-13.870502594296,33.829337402984,2019,25,2,0.0959816779566802,5,48
"2460",-14.323588768113,35.2828045652174,2019,23,9,0.492296886349936,8,48
"2461",-15.205437397952,35.451983452512,2019,25,1,0.0478929070515066,5,47
"2462",-14.73525566666,35.176614533328,2019,25,9,0.443969867010219,7,47
"2463",-16.917231066672,35.267080466672,2019,25,1,0.0523420312036134,10,47
"2464",-14.9867804746292,34.945742674275,2019,24,1,0.0513854012743312,7,47
"2465",-14.3636572155959,34.305005127702,2019,49,5,0.121925792638673,5,46
"2466",-14.7648936338917,35.4253324959667,2019,24,7,0.352439914356667,7,40
"2467",-14.14374963713,33.68680812427,2019,50,28,0.675176001580218,6,44
"2468",-14.151897210604,33.473700895508,2019,25,10,0.4779491071436,5,46
"2469",-14.7258650727107,34.9889116735547,2019,75,17,0.275872784537412,6,48
"2470",-14.091629079144,33.453684505896,2019,25,5,0.238484540839843,5,45
"2471",-13.945893365499,33.93737368707,2019,100,34,0.392931521953169,1,48
"2472",-14.8108639965323,35.378952677004,2019,99,17,0.206021278442369,5,48
"2473",-15.756832933328,35.777831733336,2019,25,3,0.144680571767189,6,44
"2474",-14.4202591988489,33.9762923083596,2019,47,8,0.204216336078042,5,48
"2475",-13.7941949604,33.242853926268,2019,25,15,0.754855225736568,8,48
"2476",-14.963638089872,35.859442988532,2019,25,1,0.0478929070515066,5,47
"2477",-13.8886322954917,33.0697842534292,2019,24,6,0.303629216855645,6,47
"2478",-15.191323356,35.067972572796,2019,25,13,0.647734924481378,8,44
"2479",-14.373100266664,34.246385966668,2019,50,17,0.407089709937806,5,47
"2480",-15.766026319068,35.755499475732,2019,25,2,0.116539604868198,16,48
"2481",-13.8875480117087,33.5017438750826,2019,23,3,0.156172522994043,5,47
"2482",-16.463782256932,34.872694740404,2019,25,0,6.59744478702916e-05,5,45
"2483",-14.09052919734,33.742802680004,2019,25,4,0.200398617255503,8,46
"2484",-14.251179552139,34.5261612738618,2019,123,33,0.321889773635207,5,48
"2485",-14.2749143060231,33.8692876280692,2019,26,5,0.231859890652547,6,44
"2486",-14.998660466664,35.19160913332,2019,25,7,0.334458296860289,6,41
"2487",-13.956376608564,33.792795717276,2019,50,13,0.311303895834793,5,47
"2488",-15.053536529908,34.924032771712,2019,25,4,0.195839988166144,7,44
"2489",-13.864361155204,33.593963604132,2019,25,7,0.338624307897728,6,45
"2490",-14.219777268244,33.869172257496,2019,25,4,0.194733730261702,6,48
"2491",-13.5900183967922,34.9658723914105,2022,23,0,6.59744478702916e-05,7,46
"2492",-14.0416676330566,33.0307305908203,2022,25,3,0.145742024090709,6,47
"2493",-14.0099058151245,35.1572547912598,2022,25,4,0.188524085506473,5,41
"2494",-13.8218679046631,33.0646752929688,2022,25,1,0.0491148708374208,7,45
"2495",-14.8982130813599,35.202633972168,2022,25,3,0.143090724503906,5,45
"2496",-14.7738456344605,35.1642543029785,2022,25,2,0.0957858141030134,5,47
"2497",-15.2848884698116,34.8057894080576,2022,99,6,0.0727133923914243,5,48
"2498",-14.7928081512451,35.426770324707,2022,25,0,6.59744478702916e-05,5,47
"2499",-14.1137668991089,33.5383152770996,2022,25,3,0.145944766594453,7,42
